situation,thought,emotion,polarity
My friends ask me to play soccer with them every Saturday morning . , I will never have time to sleep in . ," ""Angry",0
My friends ask me to prom . , I will not be able to go with them . ," ""Sad",0
My friends ask me to prom . , I will be the only one without a date . ," ""Sad",0
My friends ask me to prom . , I will have to spend a lot of money on a dress . ," ""Fearful",0
My friends ask me to prom . , I won't have anyone to go with . ," ""Sad",0
My best friend asks me to prom . , she will say no . ," ""Sad",0
My best friend asks me to prom . , I will never get asked . ," ""Fearful",0
My best friend asks me to prom . , I will never be able to go . ," ""Sad",0
My boyfriend asked me to prom in a super romantic way  . , I won't be able to say no . ," ""Angry",0
My boyfriend asked me to prom in a super romantic way  . , I will say no . ," ""Fearful",0
My boyfriend asked me to prom in a super romantic way  . , he is only doing it because he feels sorry for me . ," ""Sad",0
I asked my best friend to prom  . , she will say no . ," ""Sad",0
I asked my best friend to prom  . , she will laugh at me  . ," ""Angry",0
I asked my best friend to prom  . , he/she may say no . ," ""Fearful",0
I asked my best friend to prom  . , he will say no . ," ""Fearful",0
My boss asks me to repeat what I just said because he did not hear me  . , I will be ridiculed . ," ""Angry",0
My boss asks me to repeat what I just said because he did not hear me  . , I will be told I am mumbling  . ," ""Angry",0
My boss asks me to repeat what I just said because he did not hear me  . , I will be fired  . ," ""Fearful",0
My boss asks me to repeat what I just said because he did not hear me  . , he thinks I am stupid . ," ""Angry",0
My boss asks me to repeat what I just said because he did not hear me  . , I will never be able to speak correctly . ," ""Fearful",0
I asked the teacher to repeat what she had said because I didn't understand  . , I will be thought as a stupid student . ," ""Fearful",0
I asked the teacher to repeat what she had said because I didn't understand  . , I will be laughed at by everyone in the class . ," ""Fearful",0
I asked the teacher to repeat what she had said because I didn't understand  . , I will be seen as unintelligent . ," ""Fearful",0
I asked the teacher to repeat what she had said because I didn't understand  . , I am the only one who  didn't understand . ," ""Sad",0
I asked the teacher to repeat what she had said because I didn't understand  . , she will think I am stupid . ," ""Fearful",0
I asked my teacher to say the answer to the question . , I will be scolded  . ," ""Fearful",0
I asked my teacher to say the answer to the question . , I will be ignored . ," ""Angry",0
I asked my teacher to say the answer to the question . , he will just tell me to looked it up . ," ""Angry",0
I asked my teacher to say the answer to the question . , he would not give me the answer . ," ""Fearful",0
I asked my teacher to say the answer to the question . , he may think I am stupid . ," ""Fearful",0
My boss asked me to say that I am resigning from my position . , I will be unemployed . ," ""Fearful",0
My boss asked me to say that I am resigning from my position . , I will get a bad reference . ," ""Angry",0
My boss asked me to say that I am resigning from my position . , I will not get another job . ," ""Fearful",0
My boss asked me to say that I am resigning from my position . , I may never get another job . ," ""Sad",0
My boss asked me to say that I am resigning from my position . , he may not give me a good reference . ," ""Sad",0
I was at a party the other night and somebody asked me to say the pledge of allegiance  . , people will think I'm a unpatriotic . ," ""Angry",0
I was at a party the other night and somebody asked me to say the pledge of allegiance  . , I will say it wrong  . ," ""Fearful",0
I was at a party the other night and somebody asked me to say the pledge of allegiance  . , I will be laughed at . ," ""Angry",0
I was at a party the other night and somebody asked me to say the pledge of allegiance  . , it would sound really strange . ," ""Fearful",0
I was at a party the other night and somebody asked me to say the pledge of allegiance  . , I will forget the words . ," ""Fearful",0
My brother asked me to say hello to my cousins for him  . , I will forget to do it  . ," ""Fearful",0
My brother asked me to say hello to my cousins for him  . , he is never going to talk to them again . ," ""Sad",0
My brother asked me to say hello to my cousins for him  . , he is too lazy to say it himself . ," ""Sad",0
I ask my boss to send a memo to the company about the change in personnel . , he will think I am  fishing for a promotion . ," ""Sad",0
I ask my boss to send a memo to the company about the change in personnel . , he will not approve it . ," ""Angry",0
I ask my boss to send a memo to the company about the change in personnel . , he will think I'm too bossy . ," ""Angry",0
I ask my boss to send a memo to the company about the change in personnel . , he will not do it . ," ""Angry",0
I ask my boss to send a memo to the company about the change in personnel . , he will say no . ," ""Angry",0
I ask my boss to send a memo to the company about the change in personnel . , he will think I am a troublemaker . ," ""Fearful",0
I asked my boss to send the client the proposal by Friday  . , he will say no . ," ""Angry",0
I asked my boss to send the client the proposal by Friday  . , the client will not like it . ," ""Fearful",0
I asked my boss to sign my leave form . , she will think I'm lazy . ," ""Fearful",0
I asked my boss to sign my leave form . , she will say no . ," ""Fearful",0
I asked my boss to sign my leave form . , he will say no . ," ""Angry",0
I asked my boss to sign my leave form . , he will not approve it . ," ""Fearful",0
I asked my boss to sign my leave form . , he will think I'm slacking off . ," ""Fearful",0
I ask my boss to sign my resignation letter . , he may not give me a good reference . ," ""Fearful",0
I ask my boss to sign my resignation letter . , he will be angry with me . ," ""Fearful",0
I asked the President to sign my petition to end homelessness  . , he will not sign it . ," ""Angry",0
I asked the President to sign my petition to end homelessness  . , he will refuse  . ," ""Sad",0
I asked the President to sign my petition to end homelessness  . , he will never see it . ," ""Sad",0
I asked my boss to sign my vacation request . , she will say no . ," ""Fearful",0
I asked my boss to sign my vacation request . , he will say no . ," ""Fearful",0
The doctor asked me to sit down on the examination table . , I will find out I have a serious illness . ," ""Fearful",0
The doctor asked me to sit down on the examination table . , he will give me a bad news  . ," ""Fearful",0
I ask my boss to sit down so that we can have a talk . , he will think I'm going to ask for a raise  . ," ""Sad",0
I ask my boss to sit down so that we can have a talk . , he will say  no . ," ""Angry",0
