round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
round-4	fear	4636	2021/09/20 1:55:10 am EET	0cf3b383874589b5f7c7da880cac90c8	1	4	1	1	1	1	1	1	1	1	1	3	the ladder I was on kicked out from under me.	the ladder I was on kicked out from under me.	seconds	minutes	4	5	5	5	4	1	5	5	1	4	1	3	1	5	1	1	1	2	1	1	3	3	5	Yes, first time, I will answer the following questions.	31	Male	High school	North American	3.0	2.0	6.0	5.0	3.0	6.0	5.0	2.0	5.0	2.0	--	ORIGINAL
round-4	fear	4637	2021/09/20 1:55:29 am EET	14e4c37cc185567cb62a3f706ddaa75d	1	3	1	1	1	1	1	1	1	1	1	1	I felt fear when I got caught in the woods at night while I was hiking.	I felt ... when I got caught in the woods at night while I was hiking.	hours	minutes	4	5	3	2	3	3	4	4	1	4	5	4	2	4	4	4	1	3	2	1	5	3	4	No, I participated before and answered the next set of questions.	22	Female	Undergraduate degree (BA/BSc/other)	North American	5.0	2.0	5.0	7.0	6.0	3.0	7.0	1.0	2.0	1.0	--	COPIED FROM: text id 41383
round-4	fear	4639	2021/09/20 1:56:46 am EET	c31a325614977f833856e51a136918a0	2	4	1	4	2	1	2	1	4	4	1	3	I felt fear when I was fired from my job because I didn’t know how I’d be able to support myself that month	I felt ... when I was fired from my job because I didn’t know how I’d be able to support myself that month	minutes	hours	4	5	5	1	2	1	5	5	3	2	4	5	1	2	1	5	1	5	5	1	4	1	3	Yes, first time, I will answer the following questions.	28	Female	Undergraduate degree (BA/BSc/other)	Middle Eastern	3.0	3.0	7.0	7.0	5.0	5.0	7.0	1.0	3.0	2.0	--	ORIGINAL
round-4	fear	4641	2021/09/20 2:33:45 am EET	64b3fe83956c67dfe1a02d828926dde9	1	2	1	1	1	3	2	2	1	1	1	2	The police came to my home because a car had crashed in to my garden at 2am. I was fearful of the police presence, upset about the accident and concerned that the person was ok.	The police came to my home because a car had crashed in to my garden at 2am. I was ... of the police presence, upset about the accident and concerned that the person was ok.	minutes	days	3	1	5	1	1	1	5	4	5	1	5	1	2	5	1	5	1	2	5	5	5	5	5	No, I participated before and answered the next set of questions.	30	Female	Graduate degree (MA/MSc/MPhil/other)	European	6.0	4.0	7.0	6.0	6.0	2.0	7.0	4.0	4.0	5.0	--	COPIED FROM: text id 41606
round-4	fear	4642	2021/09/20 8:42:51 am EET	03e4dea183ca1705b598fea855e7fb7e	1	3	1	1	1	1	1	1	1	1	1	1	I saw a spider in my bedroom	I saw a spider in my bedroom	seconds	minutes	5	5	5	4	2	1	5	2	4	2	1	4	1	4	1	5	5	3	4	1	5	5	5	No, I participated before and answered the next set of questions.	24	Female	Undergraduate degree (BA/BSc/other)	European	6.0	6.0	6.0	3.0	6.0	5.0	6.0	3.0	6.0	2.0	--	COPIED FROM: text id 4755
round-4	fear	4580	2021/09/20 1:11:40 am EET	8630ca2b8f0d070072d9230513f47356	5	5	1	1	5	1	2	3	5	1	3	3	I felt fear when I spider crawled on my leg because I hate them.	I felt ... when I spider crawled on my leg because I hate them.	seconds	minutes	4	5	5	2	5	1	5	1	3	1	1	2	1	4	2	1	5	3	1	1	2	3	1	No, I participated before and answered the next set of questions.	34	Male	Secondary education	Prefer not to answer	5.0	5.0	7.0	1.0	7.0	2.0	3.0	1.0	6.0	2.0	--	COPIED FROM: text id 41703
round-4	fear	4581	2021/09/20 1:23:49 am EET	7688a6f3f761cfabbc85909c3f028756	1	1	1	1	1	2	1	2	1	1	1	2	my sister got alcohol poisoning and was very sick in the hospital	my sister got alcohol poisoning and was very sick in the hospital	hours	hours	5	5	4	1	1	1	5	5	1	1	5	5	1	5	1	5	1	1	1	5	1	3	3	No, I participated before and answered the next set of questions.	18	Female	High school	North American	5.0	2.0	7.0	6.0	7.0	5.0	7.0	5.0	3.0	2.0	--	COPIED FROM: text id 4374
round-4	fear	4582	2021/09/20 1:51:13 am EET	2bb0b2dc21ebcd1255f295143e524967	1	1	1	1	1	1	1	1	1	1	1	1	I worked at a huge haunted house for one night. At the end, they said everyone could leave, but it took me longer to get out of my little spot than everyone else. I had no one to lead me out, and I have a terrible sense of direction. The haunted house is made to be a maze that you get lost in, so I was running through it, trying to find my way out, with lots of creepy stuff all around me, totally disoriented.	I worked at a huge haunted house for one night. At the end, they said everyone could leave, but it took me longer to get out of my little spot than everyone else. I had no one to lead me out, and I have a terrible sense of direction. The haunted house is made to be a maze that you get lost in, so I was running through it, trying to find my way out, with lots of creepy stuff all around me, totally disoriented.	minutes	minutes	4	5	2	1	3	1	4	1	4	4	3	4	2	4	4	2	2	5	2	1	5	1	2	No, I participated before and answered the next set of questions.	41	Male	Graduate degree (MA/MSc/MPhil/other)	North American	3.0	4.0	6.0	7.0	6.0	6.0	6.0	2.0	2.0	1.0	--	COPIED FROM: text id 4259
round-4	fear	4583	2021/09/20 1:52:19 am EET	5ddcf78fc19d8b21a9f75120d15f45ed	1	3	1	1	1	2	1	1	4	1	1	4	I felt fear walking down the street when I saw a man stealing license plates off of cars.	I felt ... walking down the street when I saw a man stealing license plates off of cars.	minutes	hours	3	5	3	1	4	1	5	4	1	1	5	5	1	2	1	5	4	1	5	5	3	4	4	Yes, first time, I will answer the following questions.	27	Female	Undergraduate degree (BA/BSc/other)	North American	3.0	6.0	6.0	7.0	3.0	5.0	7.0	1.0	4.0	2.0	--	ORIGINAL
round-4	fear	4584	2021/09/20 1:52:20 am EET	aaa4210ea2d03a51e9694e4ebcb8870b	1	2	1	1	2	1	1	1	1	1	1	2	I experienced severe turbulence on a flight into Chicago	I experienced severe turbulence on a flight into Chicago	seconds	hours	4	4	4	2	2	2	4	3	5	1	1	3	2	3	1	3	5	1	1	1	3	3	3	No, I participated before and answered the next set of questions.	47	Female	Graduate degree (MA/MSc/MPhil/other)	North American	2.0	5.0	6.0	7.0	3.0	7.0	7.0	2.0	5.0	3.0	--	COPIED FROM: text id 4101
round-4	fear	4585	2021/09/20 1:53:37 am EET	63b54d76acbf9ea44275657b4851da16	2	5	2	1	4	3	4	4	2	4	1	3	Alone in the house	Alone in the house	minutes	minutes	2	5	5	2	1	1	5	2	3	1	5	2	1	2	1	5	1	1	1	5	4	4	2	No, I participated before and answered the next set of questions.	20	Male	Undergraduate degree (BA/BSc/other)	European	5.0	2.0	6.0	1.0	6.0	7.0	5.0	7.0	6.0	2.0	--	COPIED FROM REJECTED: text id 4615
round-4	fear	4587	2021/09/20 1:55:12 am EET	fba2177fcf1c169dd45e575b55cad8d1	1	2	1	1	1	1	1	1	1	1	1	1	A car almost hit me	A car almost hit me	seconds	minutes	5	5	5	4	3	1	5	4	1	2	5	5	1	5	2	5	1	1	1	4	5	2	4	No, I participated before and answered the next set of questions.	28	Female	Undergraduate degree (BA/BSc/other)	East Asian	5.0	2.0	7.0	7.0	6.0	6.0	6.0	2.0	6.0	5.0	--	COPIED FROM: text id 4826
round-4	fear	4588	2021/09/20 1:56:25 am EET	f4878d85362bd80fed048c0e80b5059f	1	1	3	1	1	1	1	1	1	1	1	1	I was assaulted by an older boy when I was 9.	I was assaulted by an older boy when I was 9.	seconds	weeks	5	5	5	5	1	1	5	3	1	1	5	1	1	3	1	5	1	3	5	5	5	5	5	No, I participated before and answered the next set of questions.	37	Male	High school	European	1.0	7.0	7.0	2.5	7.0	5.5	3.5	2.5	3.0	1.0	--	AVERAGED: text id 4459, 4415
round-4	fear	4589	2021/09/20 1:56:46 am EET	a235894ad5ada0ee502ee6e42a8da59d	1	4	1	2	1	5	2	5	1	2	1	5	When my sister had an allergic reaction and her throat was closing up	When my sister had an allergic reaction and her throat was closing up	minutes	minutes	5	4	5	4	1	1	4	5	5	1	1	1	1	5	5	1	5	1	3	1	5	5	5	No, I participated before and answered the next set of questions.	22	Female	Undergraduate degree (BA/BSc/other)	South Asian	5.0	2.0	6.0	4.0	7.0	4.0	7.0	2.0	6.0	3.0	--	COPIED FROM REJECTED: text id 4417
round-4	fear	4590	2021/09/20 1:56:47 am EET	f954e0453ab73867837d608461f49ad3	5	1	5	5	1	1	1	1	5	3	5	2	I anticipated the end of a relationship.	I anticipated the end of a relationship.	days	days	5	5	5	1	1	1	5	3	1	3	5	1	1	5	1	5	3	1	5	1	5	5	5	No, I participated before and answered the next set of questions.	32	Male	High school	North American	3.0	5.0	6.0	5.0	5.0	7.0	7.0	5.0	5.0	6.0	--	COPIED FROM: text id 4414
round-4	fear	4591	2021/09/20 1:57:36 am EET	5af673219f4e6c0d5c55848c69e658e7	1	3	1	1	1	5	3	3	1	1	1	1	I was walking home one night from school and I tried to take a shortcut i took during the day. It was a dark alley and i could hear barking.	I was walking home one night from school and I tried to take a shortcut i took during the day. It was a dark alley and i could hear barking.	minutes	minutes	5	4	1	1	3	1	5	4	4	5	1	3	1	1	1	1	1	1	1	1	5	4	4	No, I participated before and answered the next set of questions.	26	Male	Secondary education	African	1.0	1.0	5.0	7.0	5.0	7.0	7.0	6.0	6.0	1.0	--	COPIED FROM: text id 41202
round-4	fear	4592	2021/09/20 1:57:37 am EET	7e7dc4499fa555ceafe948193258df31	1	1	1	1	1	1	1	2	1	1	1	1	I felt fear when I went to a haunted house amusement park.	I felt ... when I went to a haunted house amusement park.	hours	hours	3	5	2	1	2	3	2	1	1	1	5	2	1	1	1	4	2	4	1	1	2	1	3	No, I participated before and answered the next set of questions.	24	Female	High school	Hispanic/Latino	2.0	4.0	4.0	6.0	5.0	5.0	5.0	4.0	4.0	2.0	--	COPIED FROM: text id 41539
round-4	fear	4593	2021/09/20 1:58:55 am EET	03baa909368372edf81130d4b7c5466c	3	2	1	1	1	1	1	1	4	1	1	2	I felt fear when my partner and I were in an argument the other day because I was nervous he would feel differently about me when it was over.	I felt ... when my partner and I were in an argument the other day because I was nervous he would feel differently about me when it was over.	hours	days	5	5	4	4	2	1	5	3	1	3	3	2	1	5	4	4	2	2	3	1	5	5	5	Yes, first time, I will answer the following questions.	21	Female	Undergraduate degree (BA/BSc/other)	North American	1.0	4.0	7.0	7.0	2.0	7.0	5.0	1.0	4.0	5.0	--	ORIGINAL
round-4	fear	4594	2021/09/20 1:59:19 am EET	4eee79944e097965f493b3e01b4379d6	1	4	1	4	1	1	1	1	1	1	1	1	I felt fear when a man I had feelings for was not responding to my text messages. I have an iPhone and so I use iMessage with others who also have iPhones. When you use iMessage, the chat bubbles are blue, but I noticed one day that the chat bubbles with him were green. That indicates that the recipient does not have an iPhone, or that they are in an area without internet and therefore are getting the messages sent as text messages rather than iMessage. The problem was that he had not been responding and I started wondering if he was seeing my texts at all - then I had a suspicion he had blocked me this entire time. I messaged a mutual friend to ask if he had told them he was angry with me, and I then checked to see if I could still see his profile on social media platforms. I could not. I started getting anxious at the indication that he had blocked me on everything, and that anxiety skyrocketed with each profile I wasn't seeing. My friend told me she could still access his profiles, and it was then I realized he had blocked me on everything.	I felt ... when a man I had feelings for was not responding to my text messages. I have an iPhone and so I use iMessage with others who also have iPhones. When you use iMessage, the chat bubbles are blue, but I noticed one day that the chat bubbles with him were green. That indicates that the recipient does not have an iPhone, or that they are in an area without internet and therefore are getting the messages sent as text messages rather than iMessage. The problem was that he had not been responding and I started wondering if he was seeing my texts at all - then I had a suspicion he had blocked me this entire time. I messaged a mutual friend to ask if he had told them he was angry with me, and I then checked to see if I could still see his profile on social media platforms. I could not. I started getting anxious at the indication that he had blocked me on everything, and that anxiety skyrocketed with each profile I wasn't seeing. My friend told me she could still access his profiles, and it was then I realized he had blocked me on everything.	minutes	days	4	5	5	4	2	1	4	3	4	4	5	1	1	4	1	5	4	2	4	3	4	5	4	Yes, first time, I will answer the following questions.	23	Female	High school	East Asian	3.0	5.0	5.0	7.0	3.0	6.0	3.0	6.0	2.0	5.0	--	ORIGINAL
round-4	fear	4596	2021/09/20 2:03:31 am EET	60a8a9f89ac4d9c112a6a5c290183a41	1	4	1	1	1	1	1	1	4	1	1	1	Almost got in a car accident	Almost got in a car accident	seconds	seconds	2	5	5	2	1	1	3	4	5	1	5	3	1	5	1	5	1	2	1	2	3	1	1	Yes, first time, I will answer the following questions.	20	Female	High school	North American	5.0	5.0	6.0	6.0	5.0	5.0	6.0	3.0	4.0	2.0	--	ORIGINAL
round-4	fear	4597	2021/09/20 2:05:23 am EET	a94006237e7bae02cebc85f1e9d49c67	1	4	1	1	1	2	1	1	3	3	1	1	I felt fear when I had to take my dog to an emergency vet visit.	I felt ... when I had to take my dog to an emergency vet visit.	hours	hours	5	5	5	1	3	1	5	5	4	1	1	3	1	5	1	1	5	1	1	1	5	3	5	Yes, first time, I will answer the following questions.	25	Female	Undergraduate degree (BA/BSc/other)	North American	6.0	5.0	7.0	5.0	7.0	7.0	7.0	5.0	6.0	7.0	--	ORIGINAL
round-4	fear	4598	2021/09/20 2:06:46 am EET	ccc8918fc6f2bc6d2dbe462337d150fa	1	1	1	1	1	3	1	1	1	1	1	4	I was walking my best friend's dog down the road and the dog saw another, smaller dog, and ran up to him, beginning to take the dog into her mouth and shaking it. It was the scariest moment of my life at the time. I couldn't do anything to stop it.	I was walking my best friend's dog down the road and the dog saw another, smaller dog, and ran up to him, beginning to take the dog into her mouth and shaking it. It was the ... moment of my life at the time. I couldn't do anything to stop it.	minutes	days	5	5	5	2	1	1	5	4	4	1	3	1	1	5	2	4	5	1	5	4	5	3	5	Yes, first time, I will answer the following questions.	30	Female	High school	European	6.0	1.0	7.0	3.0	7.0	5.0	7.0	1.0	5.0	1.0	--	AVERAGED: text id 4598, 41763
round-4	fear	4599	2021/09/20 2:08:37 am EET	6acaffd3bbd5414c182b2fc91b0294a6	1	1	1	1	1	5	1	4	3	1	4	5	I wase at home alone not until I saw my baby crawling to the pool	I wase at home alone not until I saw my baby crawling to the pool	minutes	minutes	5	4	2	5	3	2	5	2	4	3	1	4	3	1	4	3	3	3	2	3	5	5	2	Yes, first time, I will answer the following questions.	28	Male	Graduate degree (MA/MSc/MPhil/other)	African	2.0	2.3	4.3	1.3	6.7	2.3	3.0	1.0	1.3	3.0	--	AVERAGED: text id 4439, 4599, 4944
round-4	fear	4561	2021/09/20 1:01:00 am EET	cbc314a699457bb6b33270f2d8c06142	2	3	1	3	2	1	1	1	3	1	2	1	My husband got into a bad car accident	My husband got into a bad car accident	seconds	days	5	5	5	1	1	1	5	3	2	1	4	2	1	5	1	2	4	2	1	1	5	1	5	No, I participated before and answered the next set of questions.	27	Female	High school	White	1.0	6.0	3.0	7.0	5.0	7.0	7.0	6.0	2.0	3.0	--	COPIED FROM: text id 493
round-4	fear	4562	2021/09/20 1:23:09 am EET	9017bc8c4cec34f1aed5aedee2bbc9fa	1	4	1	1	1	3	3	2	1	1	1	3	When I was attacked in the street unprovoked	When I was attacked in the street unprovoked	minutes	days	5	5	5	1	1	1	5	3	1	1	5	3	1	1	1	5	1	2	5	5	5	5	5	No, I participated before and answered the next set of questions.	26	Male	Undergraduate degree (BA/BSc/other)	European	5.0	5.0	7.0	7.0	2.0	5.0	4.0	2.0	4.0	6.0	--	COPIED FROM: text id 41159
round-4	fear	4563	2021/09/20 1:26:51 am EET	fdaa9bfdaf387bdc7eba1cd886a0ea12	1	1	1	1	1	1	1	1	1	1	1	1	when I found a spider in my bathroom	when I found a spider in my bathroom	minutes	seconds	4	5	5	4	2	1	5	2	4	1	1	3	1	5	1	4	5	5	1	1	4	1	3	No, I participated before and answered the next set of questions.	21	Female	High school	European	1.0	2.0	3.0	6.0	6.0	7.0	7.0	7.0	5.0	4.0	--	COPIED FROM: text id 4891
round-4	fear	4565	2021/09/20 1:58:01 am EET	08b6ee3a8bbb21c6032fece716abfd48	1	1	1	1	1	3	1	2	1	1	1	1	I was walking alone late at night, with barely any street lights on	I was walking alone late at night, with barely any street lights on	minutes	minutes	4	4	4	3	3	2	4	3	4	4	2	3	2	3	2	4	4	3	2	2	4	5	5	No, I participated before and answered the next set of questions.	21	Male	High school	South Asian	4.0	2.5	5.0	2.5	6.0	5.0	4.0	3.5	5.0	4.0	--	AVERAGED: text id 4609, 41724
round-4	fear	4566	2021/09/20 1:59:57 am EET	206ae820aafac88dba4211e39de024c3	4	4	2	3	2	4	3	4	4	3	3	3	I was alone at night	I was alone at night	hours	hours	3	4	5	4	5	2	4	4	3	4	4	3	4	4	4	4	3	4	4	4	4	4	3	Yes, first time, I will answer the following questions.	27	Male	Undergraduate degree (BA/BSc/other)	South Asian	3.0	4.2	3.4	3.4	4.0	3.8	3.8	3.8	3.4	3.4	--	AVERAGED: text id 4566, 4698, 41604, 41761, 41850
round-4	fear	4567	2021/09/20 2:00:12 am EET	c6076ebc30f26bee41761b0744f94dff	1	2	1	1	1	1	1	1	2	1	1	1	I was climbing down a mountain in the dark	I was climbing down a mountain in the dark	hours	days	5	5	4	1	3	1	5	3	4	4	3	3	1	4	2	2	3	2	2	2	5	4	5	No, I participated before and answered the next set of questions.	18	Female	High school	European	5.0	5.0	6.0	3.0	5.0	5.0	2.0	2.0	5.0	4.0	--	COPIED FROM: text id 4749
round-4	fear	4568	2021/09/20 2:00:20 am EET	7d2a20c293a795903c7d5e0f5647964c	1	3	1	1	1	3	3	2	1	1	1	4	I felt fear when Joe Biden announced the vaccine mandate for businesses employing more than 100 people.	I felt ... when Joe Biden announced the vaccine mandate for businesses employing more than 100 people.	days	days	4	5	3	2	3	1	5	5	2	1	4	2	1	1	1	5	2	2	5	5	5	4	5	Yes, first time, I will answer the following questions.	25	Female	Graduate degree (MA/MSc/MPhil/other)	North American	6.0	6.0	7.0	5.0	5.0	5.0	7.0	1.0	7.0	4.0	--	ORIGINAL
round-4	fear	4569	2021/09/20 2:00:39 am EET	a235894ad5ada0ee502ee6e42a8da59d	1	4	1	1	2	3	2	5	2	2	1	5	when I sat in the hospital everday because my uncle had cancer	when I sat in the hospital everday because my uncle had cancer	weeks	weeks	5	5	1	1	5	1	5	5	5	1	1	5	1	1	1	1	5	1	1	1	3	5	5	No, I participated before and answered the next set of questions.	22	Female	Undergraduate degree (BA/BSc/other)	South Asian	5.0	2.0	6.0	4.0	7.0	4.0	7.0	2.0	6.0	3.0	--	COPIED FROM REJECTED: text id 4417
round-4	fear	4570	2021/09/20 2:01:24 am EET	31ae1c8273ef289096924c925774568e	1	1	1	1	1	1	1	1	1	1	1	1	I felt fear when I scraped and dented my car along a pole(?) in my campus parking garage with a slowly growing line of cars behind me waiting to park.	I felt ... when I scraped and dented my car along a pole(?) in my campus parking garage with a slowly growing line of cars behind me waiting to park.	minutes	minutes	5	5	5	1	2	1	5	5	2	4	1	2	3	5	4	1	2	4	5	1	5	4	5	No, I participated before and answered the next set of questions.	18	Female	High school	southeast Asian	2.0	5.0	6.0	6.0	6.0	7.0	6.0	2.0	6.0	6.0	--	COPIED FROM: text id 41653
round-4	fear	4571	2021/09/20 2:01:31 am EET	473cb889d5251e5d1db3426994eff442	1	1	1	1	1	1	1	1	1	1	1	1	In elementary school one of my male classmates starting to sexually harass me everyday, touching me inappropriately in all different places multiple times a day, I was too scared to tell anyone or tell him off.	In elementary school one of my male classmates starting to sexually harass me everyday, touching me inappropriately in all different places multiple times a day, I was too ... to tell anyone or tell him off.	weeks	weeks	5	5	5	1	1	1	5	1	1	1	5	1	1	5	2	5	1	1	5	5	5	5	5	No, I participated before and answered the next set of questions.	22	Female	High school	European	2.0	5.0	6.0	6.0	5.0	7.0	5.0	1.0	4.0	1.0	--	COPIED FROM: text id 41449
